"gene","HR","z","pvalue","lower","upper","cancer"
"TP53",1.00261663319135,0.592497804396635,0.553517290561848,0.993986932010907,1.01132125662688,"PAAD"
"TP53",0.980771211648718,-0.613546367224502,0.539515133891352,0.92178766834441,1.04352900633456,"PCPG"
"TP53",1.01833741886317,1.66462141783419,0.095988309582403,0.99678117735499,1.04035983244453,"PRAD"
"TP53",0.998736706548812,-0.513418159083524,0.607658845805994,0.993928765511355,1.00356790508502,"READ"
"TP53",1.00074628867992,0.364784929127022,0.71527195585839,0.996743064147109,1.00476559138497,"SARC"
"TP53",1.00129055749562,0.967687516352072,0.33320045458913,0.998678376732656,1.00390957077693,"SKCM"
"TP53",0.997751062230669,-1.81507333368612,0.0695126405531295,0.995328279107535,1.00017974278301,"STAD"
"TP53",1.00428130928378,0.332739651947398,0.739330815472611,0.979324187115644,1.02987443937973,"TGCT"
"TP53",1.01808433223474,1.51942129994076,0.128656483882158,0.994816935127317,1.04189592169458,"THCA"
"TP53",1.00148227886426,0.198678356854052,0.842514355235418,0.986955143652985,1.01622324107547,"THYM"
"TP53",0.996850189019123,-1.22498686108081,0.22058017097783,0.991831153066122,1.001894623168,"UCEC"
"TP53",1.00360186409783,1.85388280848802,0.0637559279337954,0.999794288896409,1.0074239399111,"UCS"
"TP53",1.00152190746378,0.24930322337641,0.803126238134639,0.989619219471128,1.01356775555141,"UVM"
"SESN1",0.989718221564922,-1.26964014675867,0.204212841929473,0.974053246510903,1.00563512478028,"ACC"
"SESN1",0.994574922837637,-0.955435412466019,0.339357552935226,0.98353795046035,1.00573574885901,"BLCA"
"SESN1",1.00303511637836,1.10129432998184,0.27076857811307,0.997639919397934,1.00845949036934,"BRCA"
"SESN1",1.0220138467784,2.84038435587215,0.00450592070746156,1.00677233450424,1.03748610009346,"CESC"
"SESN1",1.01255198356914,0.758928188429301,0.44789551556605,0.980453156950848,1.04570168616551,"CHOL"
"SESN1",0.997040706402514,-1.07918439523419,0.28050553465415,0.991688553596654,1.00242174482932,"COAD"
"SESN1",1.01376931718632,2.44856649245255,0.0143425954359141,1.00273259922256,1.02492751234501,"DLBC"
"SESN1",1.00604993462655,1.38709214939817,0.165413665592199,0.997511993060201,1.01466095445832,"ESCA"
"SESN1",0.996617497716469,-0.653505621878312,0.513430366278667,0.986541312069115,1.00679659797668,"GBM"
"SESN1",0.982480222242876,-1.9426110254567,0.0520631737504497,0.965114995131869,1.00015790031997,"HNSC"
"SESN1",0.999110157616919,-0.0285138529901593,0.977252319433566,0.939805075939823,1.06215760332542,"KICH"
"SESN1",0.9824864095997,-2.86291247870844,0.00419766495081171,0.970673718647063,0.994442856033567,"KIRC"
"SESN1",0.996681938871501,-0.267990145656828,0.788706904018933,0.972747448161455,1.02120533870347,"KIRP"
"SESN1",1.00472905055764,2.37426080160401,0.0175841253578607,1.00082358992958,1.00864975125684,"LAML"
"SESN1",0.991359895828108,-2.47227245702859,0.0134257151219426,0.984563290486131,0.998203419275422,"LGG"
"SESN1",0.996341405307895,-0.397172569928247,0.691240208218548,0.9784820713966,1.01452670922629,"LIHC"
"SESN1",0.994113774193183,-1.19734442395832,0.231172335945429,0.984553143245725,1.00376724488702,"LUAD"
"SESN1",1.00239575531703,0.537084009951755,0.591209585403661,0.99368064236951,1.01118730448606,"LUSC"
"SESN1",1.01812828696931,1.50343927675463,0.132725804650946,0.994559435297335,1.04225566812623,"MESO"
"SESN1",1.00580947017358,0.538367979873775,0.590323027859994,0.984820488249642,1.02724577967392,"OV"
"SESN1",0.984411210873396,-2.23501626066257,0.0254162812368335,0.970940975973473,0.998068323485506,"PAAD"
"SESN1",0.993701554957547,-0.340809857546337,0.733246729029026,0.958242258338567,1.03047300589426,"PCPG"
"SESN1",0.951185346276652,-2.14708354279359,0.0317866312389267,0.908708324533329,0.995647930743977,"PRAD"
"SESN1",0.99014893079938,-1.31693289461853,0.187861119102178,0.975667188336048,1.00484562449535,"READ"
"SESN1",1.00015820089304,0.0613002636492752,0.951120080837023,0.995112387234544,1.00522959983798,"SARC"
"SESN1",0.997419588100156,-0.56524946413065,0.57190409665202,0.988523648387861,1.00639558431236,"SKCM"
"SESN1",0.999385470621973,-0.274964942311523,0.783343172481888,0.995016000359622,1.0037741287872,"STAD"
"SESN1",1.01979400490501,0.575948661443647,0.564649882904818,0.953991299151373,1.09013553201723,"TGCT"
"SESN1",0.976796325615599,-1.6431143555798,0.10035927522305,0.949821277501789,1.00453746861271,"THCA"
"SESN1",1.01657145201645,1.57666704396228,0.114872157260309,0.996012371063338,1.03755490100144,"THYM"
"SESN1",0.985197614797247,-1.07602474513638,0.281916189748629,0.958796031297684,1.01232619714592,"UCEC"
"SESN1",1.04928119990488,2.517845591298,0.0118075071310231,1.01071575998485,1.08931816447616,"UCS"
"SESN1",0.97731047968573,-1.71414367933042,0.0865023415060763,0.951997284468646,1.00329674179339,"UVM"
"IGF1",0.931182754647451,-0.811036855542097,0.417344505955546,0.783798182475129,1.10628136418309,"ACC"
"IGF1",1.02606750633487,3.55422173743271,0.000379099442300242,1.01160973931776,1.04073190148038,"BLCA"
"IGF1",1.00710616044783,2.89136919707891,0.00383567225018713,1.00228363664685,1.01195188799569,"BRCA"
"IGF1",1.0046371614793,1.16005849685175,0.246024990340091,0.996814970495672,1.01252073463876,"CESC"
"IGF1",1.04750696870941,1.61035346422887,0.107320713639689,0.989974248257663,1.10838322453939,"CHOL"
"IGF1",1.05635637930033,2.84515675992367,0.00443895714711506,1.0172037996154,1.0970159573828,"COAD"
"IGF1",1.3091187157831,1.46899315494395,0.141834645847528,0.913909000549244,1.8752324476328,"DLBC"
"IGF1",1.00259744059824,0.609530984684324,0.542172541518463,0.994269242103123,1.01099539775351,"ESCA"
"IGF1",1.04963720220795,1.06562438920592,0.286593469593266,0.960157670994328,1.14745555812515,"GBM"
"IGF1",1.01408231985318,1.00908740625714,0.312932717209216,0.986909050959642,1.04200376968764,"HNSC"
"IGF1",1.00865938583191,1.21239443336382,0.225361430760945,0.994697664431809,1.02281707598858,"KICH"
"IGF1",0.990605496732213,-0.948257233630783,0.342998516786801,0.971466684593463,1.01012136156447,"KIRC"
"IGF1",1.03199595225562,0.57002039665761,0.568663864168059,0.926077727255585,1.1500283552096,"KIRP"
"IGF1",1.12737730193878,1.90263248697638,0.0570885169971073,0.996393786484409,1.27557959329632,"LAML"
"IGF1",0.952799326954804,-0.909680399304364,0.362991084056705,0.858536411969775,1.05741182876876,"LGG"
"IGF1",0.986705126814822,-2.19045812009075,0.0284910289024085,0.974959129564862,0.998592636100736,"LIHC"
"IGF1",0.99516979252062,-0.478315826918504,0.632425433278878,0.975619820865545,1.01511151656073,"LUAD"
"IGF1",1.00104750514472,0.239944499966919,0.810373282360862,0.992523080671189,1.00964514284022,"LUSC"
"IGF1",0.998953213955285,-0.179412913116967,0.857613492695373,0.987588911887234,1.01044828638734,"MESO"
"IGF1",1.00741798763259,2.75838749228956,0.00580872967276815,1.00214152386257,1.01272223297762,"OV"
"IGF1",0.996325618675603,-0.593199210393031,0.553047841008835,0.984280981274371,1.00851764619499,"PAAD"
"IGF1",0.670241526747214,-0.817495765101054,0.413645168438457,0.256813085794826,1.74922435430464,"PCPG"
"IGF1",0.887257403816966,-1.87319247882977,0.061041810546819,0.782875636878333,1.00555651950932,"PRAD"
"IGF1",1.06317667207918,1.41756606274647,0.156317494188898,0.976832413202554,1.15715308048339,"READ"
"IGF1",0.991745727824955,-1.80812941909636,0.0705863604257304,0.982875254751707,1.00069625713338,"SARC"
"IGF1",1.00714604434495,1.02763295859804,0.304122514558611,0.993560552581755,1.02091729789787,"SKCM"
"IGF1",1.00274355677774,2.00687172135429,0.0447633236088374,1.00006404093275,1.00543025196811,"STAD"
"IGF1",0.896364629276242,-0.904183109017521,0.36589831515689,0.707110997371744,1.13627075749627,"TGCT"
"IGF1",0.996141011519926,-0.176572012530016,0.859844579388929,0.954293112320856,1.03982403521562,"THCA"
"IGF1",0.971280308780787,-0.308919061088228,0.757383096858411,0.807330188339406,1.16852491316564,"THYM"
"IGF1",0.957822590325302,-1.97847447624642,0.0478752051986393,0.917794069595303,0.999596908424137,"UCEC"
"IGF1",1.01618414451111,1.70716351719495,0.0877916639414296,0.997625427221189,1.03508810759976,"UCS"
"IGF1",1.30041381286607,0.910966201413073,0.362313182289259,0.738979749975532,2.28839299689722,"UVM"
"BCL2",0.965309279949518,-0.338297672969639,0.735138877156144,0.786737932190597,1.18441220110245,"ACC"
"BCL2",1.01616587014238,1.21963083969656,0.222604850030326,0.990312787333291,1.04269387293562,"BLCA"
"BCL2",0.999658212778914,-0.183287212779838,0.854572667166382,0.996010639935587,1.00331914370007,"BRCA"
"BCL2",0.955216210949983,-1.74055507149358,0.0817615988229915,0.90718330494568,1.00579232960672,"CESC"
"BCL2",0.942830446917065,-1.80154460017564,0.0716170841971309,0.884339468355646,1.00519006947267,"CHOL"
"BCL2",1.03428868227017,1.23861234002183,0.215489095947088,0.980556951806073,1.09096475865253,"COAD"
"BCL2",0.999143147068611,-0.117952582119062,0.906105229498018,0.985012196167596,1.01347682010255,"DLBC"
"BCL2",0.997578169926932,-0.19851242370229,0.842644165462046,0.973979407980343,1.02174871148287,"ESCA"
"BCL2",0.986047005911598,-0.834794766639248,0.403833272961759,0.954047961529267,1.01911930749134,"GBM"
"BCL2",0.971862758718596,-2.67912885160916,0.00738139832676348,0.951781186511598,0.992368030771757,"HNSC"
"BCL2",0.980553249764424,-1.19934784828318,0.230392717094818,0.949584165926699,1.01253233796844,"KICH"
"BCL2",0.98356760415286,-5.12440700003746,2.98475625363267e-07,0.977354235497557,0.989820473276513,"KIRC"
"BCL2",0.980798344986973,-2.26322674999127,0.0236217150471321,0.964467793538459,0.997405408427282,"KIRP"
"BCL2",0.995386160439241,-1.54373002339603,0.122653749765328,0.989558955363165,1.00124768011458,"LAML"
"BCL2",0.997887675652258,-0.18406891672929,0.853959390666369,0.975670496421851,1.02061076651448,"LGG"
"BCL2",1.01745304416517,0.577634178269774,0.563511126680083,0.959439143829488,1.07897484039378,"LIHC"
"BCL2",1.00236978326285,0.357207690906596,0.720936328703021,0.989435788633163,1.01547285224684,"LUAD"
"BCL2",1.00157177194039,0.56237011472428,0.573863876296149,0.996104529360116,1.00706902215597,"LUSC"
"BCL2",1.01252211518832,0.308030218974898,0.758059338138274,0.935440434073467,1.09595544131132,"MESO"
"BCL2",1.00184298904623,0.151998803645466,0.879187879240873,0.978336651050372,1.02591411005965,"OV"
"BCL2",0.986672367825519,-0.729247239229064,0.46585043965495,0.951725961102081,1.02290197096556,"PAAD"
"BCL2",0.990841462755118,-0.223316518819109,0.823289171714975,0.913974986575894,1.07417250880441,"PCPG"
"BCL2",0.901037196982755,-1.38664013022272,0.165551525004278,0.777630429821236,1.04402811311432,"PRAD"
"BCL2",1.01638367079272,0.275441510962497,0.782977055825196,0.905393200273664,1.14098025691141,"READ"
"BCL2",0.999011288369083,-0.20786584622355,0.835333717433632,0.989736671375358,1.00837281587433,"SARC"
"BCL2",1.00305174676268,0.90771045017431,0.364031221281964,0.996473913955549,1.0096730005604,"SKCM"
"BCL2",1.00991977688967,0.81919572599453,0.412674753012597,0.986348353481657,1.03405450229897,"STAD"
"BCL2",0.984526229497959,-0.0921514052078385,0.926577746715147,0.706608497186514,1.37175239249015,"TGCT"
"BCL2",1.01371663297022,2.29484429193459,0.0217420493089323,1.00199000434893,1.02558050230073,"THCA"
"BCL2",1.00614044233241,0.565592121329792,0.57167108491271,0.985021377179031,1.02771230467709,"THYM"
"BCL2",0.953471807751944,-2.07536527310714,0.0379526941299995,0.91152021671385,0.997354168901723,"UCEC"
"BCL2",0.991438245757482,-0.377071429680099,0.706120522580793,0.94810216818329,1.03675513898904,"UCS"
"BCL2",1.00024469928477,0.0277580686912182,0.97785510940142,0.983113069557148,1.01767486307343,"UVM"
"FAS",0.984598995913445,-2.13073566233416,0.0331109253415683,0.970641857371679,0.998756828166072,"ACC"
"FAS",1.001710177752,0.407404849481569,0.683710665791644,0.993509489005304,1.00997855714148,"BLCA"
"FAS",1.00357602696672,1.04700345580807,0.29509798433125,0.996892196330401,1.01030467046459,"BRCA"
"FAS",0.989170842083243,-1.6141807376925,0.106488228842232,0.976179426960234,1.00233515253905,"CESC"
"FAS",0.977312717270815,-1.08928059893296,0.276030165589387,0.937779469961972,1.01851253725782,"CHOL"
"FAS",0.992176077977674,-0.91219755521064,0.36166473068889,0.975571900019685,1.00906285809513,"COAD"
"FAS",1.00943343282008,1.25339876415712,0.210060621016965,0.994721099340873,1.02436336775214,"DLBC"
"FAS",0.994690377641026,-0.844024159456342,0.398655905379585,0.982469045779248,1.00706373561815,"ESCA"
"FAS",1.0045492174968,1.00117437146415,0.316742514548291,0.995662686911562,1.01351506251944,"GBM"
"FAS",0.994795860719413,-1.37921925609662,0.167827162725171,0.98744698190281,1.00219943211278,"HNSC"
"FAS",1.01562237835334,0.591855473702731,0.553947372317864,0.964801530901237,1.0691202100898,"KICH"
"FAS",0.99806280049294,-0.630417811281373,0.528421260516558,0.992064000243657,1.00409787421291,"KIRC"
"FAS",1.00367224438329,0.726728511042883,0.467392284168895,0.993799036563829,1.01364354067845,"KIRP"
"FAS",1.00163178301057,0.31636036600015,0.751728996578167,0.991564997371006,1.01180077089948,"LAML"
"FAS",1.02164542414852,5.34993691073247,8.79848989256173e-08,1.01366171204702,1.02969201685227,"LGG"
"FAS",0.983800716202637,-1.93111390419569,0.0534689679030062,0.967627726444739,1.00024402231316,"LIHC"
"FAS",0.998778769469253,-0.370360188271988,0.711114133216286,0.992340745495278,1.00525856150816,"LUAD"
"FAS",1.00361985388603,1.38248789324131,0.166821945285106,0.998491827032036,1.00877421711925,"LUSC"
"FAS",1.0014199918398,0.363956430266658,0.715890544864428,0.993796843521531,1.00910161527866,"MESO"
"FAS",1.00624830728475,1.18968511338847,0.23417017858303,0.995975150923028,1.01662742787815,"OV"
"FAS",1.01154163360243,1.76996097524928,0.0767336419419152,0.998768874477694,1.02447773720038,"PAAD"
"FAS",1.07483446276164,1.92464418376399,0.0542738877938234,0.998676521590707,1.15680012232586,"PCPG"
"FAS",0.989464253757101,-0.328017613205808,0.742898345339887,0.92878445354223,1.0541084163599,"PRAD"
"FAS",1.00935964834394,0.806735117538725,0.419819107124212,0.986770881502483,1.03246550825835,"READ"
"FAS",1.00091797295932,0.350780581810361,0.725752966145245,0.995799635957805,1.00606261783716,"SARC"
"FAS",0.982356778803395,-3.14011144578737,0.0016888357438498,0.971502539849214,0.99333228815929,"SKCM"
"FAS",1.00043900612977,0.127098481765279,0.898862453093786,0.993690545526727,1.00723329762123,"STAD"
"FAS",1.07826189052715,1.24716947046656,0.212335364576669,0.957849137700039,1.21381192382227,"TGCT"
"FAS",0.986931526604697,-1.14452743173685,0.252404968173721,0.964947630331076,1.00941627046857,"THCA"
"FAS",1.0160719376104,3.10230722867832,0.00192018562405568,1.0058882836215,1.02635869132742,"THYM"
"FAS",0.974895961458956,-1.65238197714671,0.098456707230428,0.945934759196059,1.00474385408645,"UCEC"
"FAS",1.02920836727695,1.64737366184864,0.099481265566646,0.994551984644275,1.06507239403053,"UCS"
"FAS",1.02541403280013,1.55218369435287,0.120618276476902,0.993428496133392,1.05842941163452,"UVM"
"TNF",0.739591539824416,-0.942258178086754,0.346060474447913,0.394898829822456,1.38515387859158,"ACC"
"TNF",0.977164421661694,-1.70805940472172,0.0876253204064788,0.951602820534334,1.00341264901388,"BLCA"
"TNF",0.994342179571736,-0.546988657302109,0.584386524776113,0.974330708196229,1.01476466025162,"BRCA"
"TNF",1.02937602712643,4.69750399471272,2.63360035679484e-06,1.01701583213246,1.04188644045079,"CESC"
"TNF",0.946728343942812,-0.673236657412834,0.500796743507036,0.807256188256218,1.11029753659841,"CHOL"
"TNF",0.97717692670472,-0.405027267058053,0.6854574681464,0.873881649784247,1.09268199683542,"COAD"
"TNF",1.00275409928348,0.170807721458397,0.864374957457125,0.97160235642795,1.03490463663196,"DLBC"
"TNF",1.0040901615782,0.642037203038973,0.520849027667522,0.991656145527074,1.01668008323819,"ESCA"
"TNF",0.990362802899943,-0.562887943307308,0.573511190630633,0.95752524291498,1.02432650065908,"GBM"
"TNF",1.00733782509424,1.2486901168672,0.211778437058158,0.995844177365904,1.01896412805228,"HNSC"
"TNF",0.949036414307663,-0.197389583524226,0.843522680411607,0.56456639933804,1.59533071174266,"KICH"
"TNF",0.994935057185735,-0.172055727962337,0.863393717605595,0.93901722093199,1.05418276252132,"KIRC"
"TNF",0.975342048327018,-0.536731668201553,0.591452977866932,0.890352040159997,1.06844491653413,"KIRP"
"TNF",0.986472422591885,-2.26639235136922,0.023427371482114,0.974921491350591,0.998160209994136,"LAML"
"TNF",0.978086516596877,-1.97033173487269,0.0488003636513455,0.956764776079959,0.999883417393559,"LGG"
"TNF",0.985578134861877,-0.418776964559968,0.675379141373611,0.920797006201898,1.05491683115315,"LIHC"
"TNF",0.993109861199518,-0.545819620760895,0.585189934708945,0.968757296792235,1.01807459895009,"LUAD"
"TNF",0.997856978167974,-0.269298319194073,0.787700125510784,0.982397706053248,1.01355952150864,"LUSC"
"TNF",0.992892367373557,-0.183121864434952,0.854702400507856,0.919911271955168,1.07166341281305,"MESO"
"TNF",0.996926137661684,-0.990984466270304,0.321693165396826,0.990874464348017,1.00301477100532,"OV"
"TNF",0.990070966771647,-0.315381032921876,0.752472366108127,0.930538425086767,1.05341218891927,"PAAD"
"TNF",1.15640699087765,0.622963087466235,0.533308778878174,0.732069054168512,1.82670899819635,"PCPG"
"TNF",1.24252824384261,1.22189217689734,0.221748404242465,0.877071979725556,1.76026195390449,"PRAD"
"TNF",0.90975662913263,-0.661439434824926,0.508330543237972,0.687405964181999,1.20402959441247,"READ"
"TNF",0.784857738980145,-2.32242878277173,0.0202098590261384,0.639737808542082,0.962897084105205,"SARC"
"TNF",0.909659543376915,-2.8552068029685,0.00430088135824318,0.852415194704491,0.970748163567827,"SKCM"
"TNF",0.967774003153924,-1.51037379903124,0.130948070326532,0.927498597945863,1.00979831479512,"STAD"
"TNF",1.08085972623247,1.1818229814499,0.237275947028512,0.950091534157689,1.22962652101417,"TGCT"
"TNF",1.07891251637868,1.21776067694126,0.223314931552478,0.954762786244449,1.21920568623894,"THCA"
"TNF",1.07478009062782,1.74764237353076,0.0805259731232117,0.991276865205659,1.16531746453125,"THYM"
"TNF",1.01445773477192,2.78956277650033,0.00527792633047669,1.00427798066882,1.02474067484105,"UCEC"
"TNF",1.0124159331654,0.340623986836164,0.733386669337125,0.943025066231757,1.08691280691287,"UCS"
"TNF",1.49429478194708,2.42321485576267,0.0153838250756014,1.07980997596612,2.06787948347712,"UVM"
"HLA-A",0.999641009205651,-2.22911030646294,0.0258065663342926,0.999325470005064,0.99995664803843,"ACC"
"HLA-A",0.999903031287096,-2.52835651363859,0.0114597918084018,0.999827868300428,0.99997819992421,"BLCA"
"HLA-A",0.999885061176038,-1.83784719387343,0.0660849251576956,0.999762499734031,1.00000763764292,"BRCA"
"HLA-A",0.999954505781337,-0.868990748391365,0.384852191089037,0.999851903506947,1.00005711858451,"CESC"
"HLA-A",0.999942219124703,-0.503908402802986,0.614325745484241,0.999717510750509,1.00016697800702,"CHOL"
"HLA-A",0.999916360084616,-1.00962004390887,0.312677362769052,0.999754010833477,1.00007873569952,"COAD"
"HLA-A",0.999964732937299,-0.215689282438671,0.829229955968029,0.999644318874879,1.00028524970142,"DLBC"
"HLA-A",0.999983169661365,-0.170859372848367,0.864334342609559,0.999790125549455,1.00017625104713,"ESCA"
"HLA-A",0.999998673096995,-0.0212448607608523,0.983050328634485,0.99987626602496,1.00012109515437,"GBM"
"HLA-A",0.999986629250167,-0.359079261587501,0.719535795308751,0.999913650775882,1.00005961305077,"HNSC"
"HLA-A",0.99981345120036,-0.630207168125555,0.528559050025891,0.999233500990701,1.00039373801027,"KICH"
"HLA-A",1.00004068915801,1.20547675168208,0.228019307619412,0.999974534195907,1.0001068484967,"KIRC"
"HLA-A",0.999882610766218,-1.53752282195497,0.124165330739754,0.999732988303199,1.0000322556221,"KIRP"
"HLA-A",0.999999757252302,-0.0014915723439974,0.998809897896692,0.99968083151087,1.00031878473984,"LAML"
"HLA-A",1.00051011615202,6.14757885336197,7.86745909974359e-10,1.0003474532601,1.00067280549396,"LGG"
"HLA-A",0.999986521143099,-0.217059800981305,0.828161741249005,0.999864820633263,1.00010823646595,"LIHC"
"HLA-A",0.999999247438807,-0.0190786081677373,0.984778396533876,0.99992193911256,1.0000765617421,"LUAD"
"HLA-A",1.00005794429793,1.1253742731235,0.26043046819434,0.999957030051221,1.00015886872877,"LUSC"
"HLA-A",0.999870545524417,-1.72972917721007,0.0836786731841506,0.999723880323084,1.00001723224237,"MESO"
"HLA-A",0.999778604491543,-2.01563785592154,0.0438378582358043,0.999563371145594,0.99999388418312,"OV"
"HLA-A",1.00002231661435,0.231870988864143,0.816638218025095,0.999833693952141,1.00021097486099,"PAAD"
"HLA-A",0.999941790402287,-0.18689959728203,0.851739354957295,0.99933156661498,1.00055238681174,"PCPG"
"HLA-A",1.00004116187928,0.0937256322255771,0.925327108328486,0.999180748907284,1.00090231576876,"PRAD"
"HLA-A",0.999843630706748,-0.729128458924193,0.465923087722974,0.999423416938583,1.0002640211564,"READ"
"HLA-A",0.999868701739454,-1.84248962605291,0.0654035625785051,0.999729051022869,1.00000837196365,"SARC"
"HLA-A",0.999931348350071,-2.87275797400469,0.00406905712260217,0.999884512872579,0.999978186021378,"SKCM"
"HLA-A",1.00011125056134,1.41073573923846,0.158322548691445,0.99995669123049,1.0002658337818,"STAD"
"HLA-A",1.00045477665436,1.26217589229287,0.206885501430626,0.999748667576586,1.00116138444752,"TGCT"
"HLA-A",0.999549332592051,-2.12642357943783,0.0334680061529698,0.999134123974845,0.999964713756857,"THCA"
"HLA-A",1.00043303330644,2.32510376002515,0.0200664126509893,1.00006799216273,1.00079820769613,"THYM"
"HLA-A",0.999889320454746,-1.0070061054674,0.31393184019122,0.999673936900788,1.00010475041391,"UCEC"
"HLA-A",0.999964114633386,-0.230384252611532,0.817793196670065,0.999658876630808,1.00026944583799,"UCS"
